LOB,Client,SurveyDate,ReqOrRec,DateIssued,RequiredByDate,RiskImprovementTitle,Status,StatusDate,RiskEngineer,Underwriter,DaysToComplete,IsOpen,DaysOverdue,HasDeadline,LeadTimeDays,RiskCategory,EngineerLoad,ClientOpenImprovements
Property,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Requirement,2023-10-12,2024-01-12,Fire_Safety_Management,No Response,,5CE8266757B27623F18AB526111231B6,F4A5F77DBC261A64BD853D05F8410365,,True,585.0,True,92.0,Other,310,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Requirement,2023-10-12,2023-12-12,Fire_Safety_Management,No Response,,5CE8266757B27623F18AB526111231B6,F4A5F77DBC261A64BD853D05F8410365,,True,616.0,True,61.0,Other,310,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Requirement,2023-10-12,2024-01-12,Maintenance,No Response,,5CE8266757B27623F18AB526111231B6,F4A5F77DBC261A64BD853D05F8410365,,True,585.0,True,92.0,Maintenance,310,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Requirement,2023-10-12,2023-11-12,Slips_Trips_Falls,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,5.0,True,646.0,True,31.0,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Requirement,2023-10-12,2024-03-12,Workplace_Transport,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,5.0,True,525.0,True,152.0,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Requirement,2023-10-12,2024-01-12,Fire_Safety_Management,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,5.0,True,585.0,True,92.0,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,Housekeeping,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Housekeeping,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,Slips_Trips_Falls,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Other,27,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,Electrical_Maintenance,No Response,2023-10-17,5CE8266757B27623F18AB526111231B6,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Other,310,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,General_Maintenance,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,Slips_Trips_Falls,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,Safe_Operating_Procedures,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-07-27,Recommendation,2023-10-17,,Housekeeping,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,0.0,True,0.0,False,,Housekeeping,27,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2023-12-31,Sprinkler_Protection,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,597.0,True,79.0,Other,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2023-12-31,Smoking,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,597.0,True,79.0,Combustibles,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2023-12-31,Sprinkler_Protection,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,597.0,True,79.0,Other,188,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2024-04-30,Process_Hazards,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,4.0,True,476.0,True,200.0,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2023-11-13,Storage_Hazards,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,4.0,True,645.0,True,31.0,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2023-12-31,Lone_Working,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,4.0,True,597.0,True,79.0,Other,27,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,Fire_Safety_Management,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,Fire_Safety_Management,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,General_Maintenance,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,Housekeeping,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Housekeeping,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,Fire_Safety_Management,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,Automatic_Fire_Detection,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,188,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Recommendation,2023-10-13,,General_Maintenance,No Response,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,4.0,True,0.0,False,,Other,27,101
Liability,8AF20F36E6DD45762064462CBE1F4086,2023-08-01,Requirement,2023-10-13,2023-10-13,Fire_Safety_Management,Completed Verified,2023-10-17,5651D908D5B3AB8D4A8FE8089B4E7D83,F4A5F77DBC261A64BD853D05F8410365,4.0,True,676.0,True,0.0,Other,27,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-08,Requirement,2023-10-13,2023-12-31,Housekeeping,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,597.0,True,79.0,Housekeeping,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-08,Requirement,2023-10-13,2023-12-31,Storage_Hazards,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,597.0,True,79.0,Other,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-08,Recommendation,2023-09-01,,Housekeeping,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Housekeeping,188,101
Property,8AF20F36E6DD45762064462CBE1F4086,2023-08-08,Recommendation,2023-09-01,,Housekeeping,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Housekeeping,188,101
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-10,Recommendation,2022-04-11,,Compartmentation,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-10,Recommendation,2022-04-11,,Security,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Security,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-10,Recommendation,2022-04-11,,Management_of_Change,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-10,Recommendation,2022-04-11,,Automatic_Fire_Detection,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-16,Recommendation,2022-04-11,,Storage_Hazards,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-16,Recommendation,2022-04-11,,Inspections,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-22,Recommendation,2022-04-11,,Heating_and_Cooling,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-22,Recommendation,2022-04-11,,Automatic_Fire_Detection,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-22,Recommendation,2022-04-11,,General_Maintenance,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-22,Recommendation,2022-04-11,,General_Maintenance,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-22,Recommendation,2022-04-11,,Security,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Security,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-22,Recommendation,2022-04-11,,Fire_Safety_Management,No Response,2023-08-30,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,506.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-02-23,Recommendation,2022-04-11,,Security,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Security,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Business_Continuity,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Process_Hazards,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Security,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Security,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Compartmentation,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Heating_and_Cooling,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,External_Storage,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Other,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Smoking,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Combustibles,310,21
Property,62F5395F78B8E3019AFEF4E2CFE8FD58,2022-03-23,Recommendation,2022-04-11,,Heating_and_Cooling,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,B86FC6B051F63D73DE262D4C34E3A0A9,253.0,True,0.0,False,,Other,310,21
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2021-08-14,External_Storage,Completed Not Verified,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,513.0,True,1466.0,True,31.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2021-10-14,Housekeeping,Completed Verified,2022-08-16,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,398.0,True,1405.0,True,92.0,Housekeeping,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Recommendation,2021-07-14,,Sprinkler_Protection,No Plans Agreed,2021-10-11,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,89.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Recommendation,2021-07-14,,Sprinkler_Protection,Completed Verified,2021-10-11,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,89.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Recommendation,2021-07-14,,Emergency_Response,Completed Verified,2021-10-11,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,89.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2021-10-14,General_Maintenance,Completed Verified,2022-08-16,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,398.0,True,1405.0,True,92.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Recommendation,2021-07-14,,Electrical_Maintenance,Completed Verified,2022-08-16,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,398.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Recommendation,2021-07-14,,Sprinkler_Protection,In Process,2023-02-23,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,589.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2022-01-14,Business_Continuity,In Process,2022-08-17,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,399.0,True,1313.0,True,184.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2021-10-14,Sprinkler_Protection,Under Review,2022-08-17,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,399.0,True,1405.0,True,92.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2021-10-14,Sprinkler_Protection,In Process,2023-02-23,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,589.0,True,1405.0,True,92.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2021-06-07,Requirement,2021-07-14,2022-01-14,Business_Continuity,Under Review,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,513.0,True,1313.0,True,184.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-16,Requirement,2022-08-24,2023-02-24,Electrical_Maintenance,In Process,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,907.0,True,184.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-16,Requirement,2022-08-24,2023-08-24,Sprinkler_Protection,In Process,2023-02-23,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,183.0,True,726.0,True,365.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-16,Requirement,2022-08-24,2023-02-24,Contractor_Controls,Under Review,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,907.0,True,184.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-16,Recommendation,2022-08-24,,Emergency_Response,Under Review,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-16,Recommendation,2022-08-24,,Electrical_Maintenance,Under Review,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Requirement,2022-08-24,2023-08-22,Electrical_Maintenance,Completed Not Verified,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,728.0,True,363.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Requirement,2022-08-24,2022-02-24,Sprinkler_Protection,In Process,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,1272.0,True,-181.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Requirement,2022-08-24,2023-02-22,Contractor_Controls,Under Review,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,909.0,True,182.0,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Requirement,2022-08-24,2023-02-22,Security,Under Review,2022-12-09,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,107.0,True,909.0,True,182.0,Security,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Recommendation,2022-08-24,,Emergency_Response,Under Review,2023-03-23,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,211.0,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Recommendation,2022-08-24,,Sprinkler_Protection,No Response,,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,,True,0.0,False,,Other,310,24
Property,0A253B4B844BFB32C08CE661B9875FF6,2022-08-17,Recommendation,2022-08-24,,Compartmentation,No Response,,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,,True,0.0,False,,Other,310,24
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,Housekeeping,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Housekeeping,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,External_Storage,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,Storage_Hazards,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,General_Maintenance,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,Emergency_Response,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,Electrical_Maintenance,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,Permits_to_Work,Completed Not Verified,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,General_Maintenance,In Process,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Requirement,2022-05-03,2022-08-03,Fire_Safety_Management,In Process,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,1112.0,True,92.0,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Recommendation,2022-05-03,,Flammable_Liquids,Under Review,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,0.0,False,,Other,254,11
Property,AFA03BE6FE0FCBDA08FFDEDD30AE868D,2022-03-09,Recommendation,2022-05-03,,Business_Continuity,No Plans,2022-05-26,92A54B358B4CF53CCA4095E4697E1004,79CBA1185463850DEDBA31F172F1DC5B,23.0,True,0.0,False,,Other,254,11
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-10-09,Sprinkler_Protection,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,314.0,True,96.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-08-09,Sprinkler_Protection,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,375.0,True,35.0,Other,217,20
Liability,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Risk_Assessment,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Liability,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Risk_Assessment,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Process_Hazards,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Liability,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Contractor_Controls,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Electrical_Maintenance,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Liability,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Safe_Systems_of_Work,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Liability,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Process_Hazards,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Flammable_Liquids,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Heating_and_Cooling,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Requirement,2024-07-05,2024-09-09,Compartmentation,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,344.0,True,66.0,Other,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Recommendation,2024-07-05,,Housekeeping,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,0.0,False,,Housekeeping,217,20
Property,9D151EBE41DAE0799B073AD0FB858C56,2024-07-04,Recommendation,2024-07-05,,Business_Continuity,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,1D50EEEE3AA774EB670B89AE648FC40C,,True,0.0,False,,Other,217,20
